11.168,inf,0,0.194729,
11.364,inf,0,0.194729,
11.568,inf,0,19.4631,
11.773,inf,0,19.4631,
11.974,inf,0,19.4631,
12.181,inf,0,21.7339,
12.387,inf,0,21.7339,
12.583,inf,0,3.30879,
12.788,inf,0,3.30879,
12.993,inf,0,19.8265,
13.197,inf,0,19.8265,
