User,UserName,
Number,202401241943,
Material,,
Sample,,
area,,
length,,
size,,
strainRate,,
samplingRate,101,
testManner,,
driveBox,1,
motorSpeed,,
maxMotorSpeed,,
motorLength,,
maxMotorLength,,
motorCircle,,
sensorBox,1,
weighForce,,
maxWeighForce,,
CurrentTime,2024-01-24-19:43:26,
more,,
time,stress,Theoretical displacement,Actual displacement,
2.495,inf,0,80.2264,
2.511,inf,0,79.4169,
2.523,inf,0,167.525,
2.536,inf,0,101.738,
2.548,inf,0,101.738,
2.565,inf,0,58.9304,
2.568,inf,0,166.997,
2.582,inf,0,121.889,
2.593,inf,0,36.4702,
2.608,inf,0,36.4702,
2.622,inf,0,162.944,
2.637,inf,0,12.4524,
2.64,inf,0,155.333,
2.653,inf,0,156.208,
2.665,inf,0,156.208,
2.684,inf,0,12.6593,
2.7,inf,0,169.498,
2.704,inf,0,38.3622,
2.719,inf,0,38.3622,
2.735,inf,0,129.689,
2.748,inf,0,179.692,
2.762,inf,0,64.1249,
2.775,inf,0,64.1249,
2.789,inf,0,111.976,
2.803,inf,0,186.471,
2.817,inf,0,89.3984,
2.826,inf,0,89.3984,
2.839,inf,0,91.3471,
2.854,inf,0,189.582,
2.869,inf,0,113.628,
2.882,inf,0,68.1482,
2.899,inf,0,136.263,
2.914,inf,0,42.7937,
2.928,inf,0,42.7937,
2.944,inf,0,184.148,
2.947,inf,0,156.774,
2.959,inf,0,15.7566,
2.972,inf,0,175.478,
2.987,inf,0,175.478,
2.999,inf,0,174.659,
3.013,inf,0,162.897,
3.027,inf,0,189.462,
3.041,inf,0,41.2326,
3.053,inf,0,146.554,
3.067,inf,0,200.776,
3.08,inf,0,70.0291,
3.097,inf,0,126.686,
3.112,inf,0,208.262,
3.125,inf,0,98.2209,
3.14,inf,0,103.611,
3.151,inf,0,211.65,
3.167,inf,0,125.195,
3.179,inf,0,77.7247,
3.195,inf,0,77.7247,
3.205,inf,0,210.753,
3.22,inf,0,49.4937,
3.231,inf,0,205.47,
3.243,inf,0,205.47,
3.258,inf,0,173.101,
3.269,inf,0,19.4477,
3.284,inf,0,192.907,
3.295,inf,0,192.907,
3.312,inf,0,11.8309,
3.326,inf,0,181.803,
3.34,inf,0,209.271,
3.348,inf,0,43.7183,
3.358,inf,0,163.68,
3.373,inf,0,163.68,
3.383,inf,0,221.758,
3.397,inf,0,221.758,
3.412,inf,0,75.5614,
3.428,inf,0,141.695,
3.444,inf,0,230.003,
3.457,inf,0,106.691,
3.464,inf,0,116.206,
3.478,inf,0,233.723,
3.492,inf,0,136.438,
3.508,inf,0,136.438,
3.522,inf,0,87.658,
3.536,inf,0,232.724,
3.548,inf,0,232.724,
3.564,inf,0,56.5691,
3.578,inf,0,226.907,
3.592,inf,0,189.176,
3.606,inf,0,189.176,
3.622,inf,0,23.5253,
3.638,inf,0,210.947,
3.653,inf,0,10.8321,
3.667,inf,0,200.923,
3.68,inf,0,228.921,
3.691,inf,0,45.8185,
3.71,inf,0,181.064,
3.724,inf,0,242.632,
3.735,inf,0,80.7201,
3.745,inf,0,156.999,
3.76,inf,0,251.69,
3.774,inf,0,114.808,
3.786,inf,0,114.808,
3.801,inf,0,129.13,
3.819,inf,0,255.797,
3.832,inf,0,147.353,
3.846,inf,0,147.353,
3.861,inf,0,254.751,
3.875,inf,0,254.751,
3.889,inf,0,64.0184,
3.906,inf,0,64.0184,
3.909,inf,0,248.452,
3.923,inf,0,204.995,
3.936,inf,0,27.9886,
3.948,inf,0,27.9886,
3.962,inf,0,236.913,
3.976,inf,0,228.774,
3.987,inf,0,9.4433,
3.995,inf,0,9.4433,
4.006,inf,0,220.252,
4.02,inf,0,248.407,
4.033,inf,0,47.5324,
4.05,inf,0,198.7,
4.054,inf,0,263.393,
4.065,inf,0,263.393,
4.075,inf,0,85.5036,
4.089,inf,0,172.596,
4.102,inf,0,122.568,
4.112,inf,0,142.379,
4.123,inf,0,277.867,
4.131,inf,0,277.867,
4.142,inf,0,157.937,
4.157,inf,0,276.828,
4.169,inf,0,190.843,
4.184,inf,0,190.843,
4.195,inf,0,71.8403,
4.201,inf,0,71.8403,
4.212,inf,0,270.102,
4.215,inf,0,220.553,
4.227,inf,0,32.837,
4.238,inf,0,32.837,
4.249,inf,0,257.709,
4.265,inf,0,246.385,
4.277,inf,0,7.66457,
4.293,inf,0,239.785,
4.296,inf,0,267.724,
4.308,inf,0,267.724,
4.32,inf,0,48.8592,
4.332,inf,0,48.8592,
4.345,inf,0,216.586,
4.356,inf,0,284.036,
4.364,inf,0,284.036,
4.376,inf,0,89.9107,
4.39,inf,0,294.882,
4.401,inf,0,129.969,
4.408,inf,0,155.951,
4.42,inf,0,155.951,
4.434,inf,0,299.927,
4.445,inf,0,119.578,
4.455,inf,0,298.95,
4.462,inf,0,203.743,
4.475,inf,0,203.743,
4.487,inf,0,80.0332,
4.499,inf,0,235.848,
4.511,inf,0,38.0697,
4.526,inf,0,38.0697,
4.536,inf,0,278.657,
4.543,inf,0,278.657,
4.555,inf,0,263.775,
4.572,inf,0,5.49593,
4.583,inf,0,259.519,
4.599,inf,0,49.7982,
4.603,inf,0,49.7982,
4.615,inf,0,234.717,
4.628,inf,0,304.557,
4.641,inf,0,93.9397,
4.653,inf,0,93.9397,
4.661,inf,0,204.652,
4.672,inf,0,316.376,
4.687,inf,0,316.376,
4.7,inf,0,137.01,
4.715,inf,0,321.972,
4.726,inf,0,178.103,
4.742,inf,0,178.103,
4.753,inf,0,130.917,
4.769,inf,0,216.337,
4.783,inf,0,88.5957,
4.795,inf,0,88.5957,
4.808,inf,0,313.694,
4.824,inf,0,43.6859,
4.828,inf,0,299.751,
4.84,inf,0,280.94,
4.851,inf,0,2.93745,
4.865,inf,0,279.448,
4.878,inf,0,305.833,
4.885,inf,0,50.3487,
4.898,inf,0,253.089,
4.913,inf,0,324.95,
4.926,inf,0,97.5894,
4.94,inf,0,221.106,
4.953,inf,0,337.796,
4.969,inf,0,143.688,
4.984,inf,0,184.053,
4.996,inf,0,184.053,
5.003,inf,0,343.997,
5.015,inf,0,343.997,
5.028,inf,0,142.602,
5.042,inf,0,343.309,
5.058,inf,0,343.309,
5.062,inf,0,228.623,
5.075,inf,0,97.5261,
5.089,inf,0,335.626,
5.102,inf,0,335.626,
5.116,inf,0,265.631,
5.129,inf,0,49.6847,
5.137,inf,0,320.986,
5.151,inf,0,297.875,
5.166,inf,0,0.0107012,
5.174,inf,0,299.569,
5.186,inf,0,324.615,
5.199,inf,0,50.5103,
5.212,inf,0,271.699,
5.227,inf,0,345.21,
5.239,inf,0,100.859,
5.256,inf,0,237.837,
5.264,inf,0,359.135,
5.278,inf,0,150.001,
5.292,inf,0,150.001,
5.303,inf,0,198.577,
5.318,inf,0,365.996,
5.332,inf,0,196.913,
5.347,inf,0,196.913,
5.365,inf,0,365.536,
5.381,inf,0,240.598,
5.393,inf,0,240.598,
5.407,inf,0,106.823,
5.42,inf,0,357.643,
5.434,inf,0,280.111,
5.447,inf,0,280.111,
5.463,inf,0,56.0652,
5.469,inf,0,342.359,
5.481,inf,0,314.576,
5.494,inf,0,3.34831,
5.506,inf,0,319.877,
5.52,inf,0,343.209,
5.533,inf,0,50.2823,
5.547,inf,0,290.542,
5.562,inf,0,365.332,
5.571,inf,0,103.746,
5.58,inf,0,254.844,
5.588,inf,0,380.39,
5.602,inf,0,380.39,
5.617,inf,0,155.948,
5.633,inf,0,387.966,
5.646,inf,0,205.803,
5.66,inf,0,205.803,
5.668,inf,0,167.002,
5.681,inf,0,387.787,
5.697,inf,0,252.258,
5.704,inf,0,252.258,
5.718,inf,0,116.484,
5.732,inf,0,294.312,
5.745,inf,0,62.8264,
5.758,inf,0,62.8264,
5.768,inf,0,363.864,
5.783,inf,0,363.864,
5.797,inf,0,331.04,
5.814,inf,0,7.07509,
5.819,inf,0,340.368,
5.833,inf,0,340.368,
5.849,inf,0,361.612,
5.862,inf,0,49.6644,
5.875,inf,0,309.614,
5.888,inf,0,385.312,
5.902,inf,0,106.25,
5.916,inf,0,106.25,
5.93,inf,0,272.122,
5.942,inf,0,401.555,
5.955,inf,0,161.526,
5.97,inf,0,161.526,
5.984,inf,0,228.555,
5.994,inf,0,409.899,
6.004,inf,0,214.347,
6.012,inf,0,179.711,
6.027,inf,0,179.711,
6.039,inf,0,410.058,
6.048,inf,0,263.6,
6.058,inf,0,126.508,
6.065,inf,0,401.908,
6.078,inf,0,308.23,
6.092,inf,0,69.9671,
6.105,inf,0,385.496,
6.12,inf,0,347.261,
6.128,inf,0,11.1907,
6.14,inf,0,361.036,
6.153,inf,0,379.818,
6.166,inf,0,48.6561,
6.18,inf,0,328.912,
6.194,inf,0,405.145,
6.208,inf,0,405.145,
6.222,inf,0,108.37,
6.235,inf,0,289.668,
6.248,inf,0,422.626,
6.262,inf,0,422.626,
6.275,inf,0,166.734,
6.288,inf,0,244.003,
6.302,inf,0,431.792,
6.317,inf,0,431.792,
6.329,inf,0,222.541,
6.345,inf,0,192.757,
6.354,inf,0,432.343,
6.364,inf,0,432.343,
6.377,inf,0,274.621,
6.391,inf,0,136.893,
6.406,inf,0,424.147,
6.419,inf,0,321.862,
6.436,inf,0,77.4863,
6.445,inf,0,407.25,
6.46,inf,0,363.236,
6.473,inf,0,15.6948,
6.489,inf,0,15.6948,
6.497,inf,0,381.878,
6.512,inf,0,381.878,
6.528,inf,0,397.823,
6.541,inf,0,47.2571,
6.555,inf,0,47.2571,
6.569,inf,0,424.826,
6.583,inf,0,110.105,
6.597,inf,0,110.105,
6.605,inf,0,307.478,
6.618,inf,0,307.478,
6.632,inf,0,171.57,
6.641,inf,0,259.753,
6.652,inf,0,453.639,
6.669,inf,0,230.385,
6.678,inf,0,206.136,
6.688,inf,0,454.637,
6.704,inf,0,285.318,
6.71,inf,0,147.638,
6.723,inf,0,446.45,
6.732,inf,0,335.203,
6.744,inf,0,85.3829,
6.759,inf,0,429.122,
6.769,inf,0,378.96,
6.785,inf,0,20.5868,
6.797,inf,0,402.888,
6.813,inf,0,402.888,
6.823,inf,0,415.622,
6.835,inf,0,45.4671,
6.851,inf,0,368.165,
6.869,inf,0,368.165,
6.883,inf,0,111.454,
6.896,inf,0,325.548,
6.913,inf,0,325.548,
6.927,inf,0,464.461,
6.942,inf,0,176.032,
6.957,inf,0,275.802,
6.966,inf,0,275.802,
6.976,inf,0,475.435,
6.989,inf,0,237.874,
7.003,inf,0,237.874,
7.017,inf,0,219.847,
7.03,inf,0,476.935,
7.045,inf,0,295.688,
7.059,inf,0,295.688,
7.073,inf,0,158.739,
7.081,inf,0,468.811,
7.098,inf,0,348.251,
7.112,inf,0,93.6554,
7.127,inf,0,93.6554,
7.136,inf,0,451.107,
7.147,inf,0,394.431,
7.162,inf,0,25.8664,
7.176,inf,0,25.8664,
7.192,inf,0,424.063,
7.202,inf,0,433.21,
7.218,inf,0,43.2859,
7.234,inf,0,43.2859,
7.248,inf,0,388.112,
7.262,inf,0,463.712,
7.278,inf,0,112.415,
7.292,inf,0,343.874,
7.306,inf,0,485.216,
7.32,inf,0,485.216,
7.335,inf,0,292.146,
7.344,inf,0,497.175,
7.354,inf,0,245.007,
7.373,inf,0,233.886,
7.388,inf,0,499.232,
7.403,inf,0,305.728,
7.418,inf,0,305.728,
7.431,inf,0,491.226,
7.444,inf,0,361.002,
7.458,inf,0,361.002,
7.472,inf,0,102.303,
7.487,inf,0,473.199,
7.501,inf,0,409.642,
7.516,inf,0,409.642,
7.533,inf,0,31.5328,
7.54,inf,0,445.397,
7.553,inf,0,450.585,
7.569,inf,0,40.7135,
7.579,inf,0,408.267,
7.632,inf,0,482.908,
7.641,inf,0,112.989,
7.652,inf,0,362.453,
7.667,inf,0,505.856,
7.68,inf,0,183.829,
7.694,inf,0,183.829,
7.708,inf,0,308.783,
7.723,inf,0,518.854,
7.732,inf,0,251.781,
7.743,inf,0,248.251,
7.758,inf,0,248.251,
7.767,inf,0,521.523,
7.778,inf,0,315.435,
7.792,inf,0,182.006,
7.808,inf,0,182.006,
7.823,inf,0,513.69,
7.838,inf,0,373.452,
7.849,inf,0,111.324,
7.864,inf,0,111.324,
7.88,inf,0,495.394,
7.896,inf,0,424.592,
7.912,inf,0,37.5854,
7.927,inf,0,466.885,
7.94,inf,0,466.885,
7.955,inf,0,467.74,
7.969,inf,0,37.7496,
7.983,inf,0,428.626,
7.992,inf,0,501.932,
8.003,inf,0,113.174,
8.017,inf,0,113.174,
8.031,inf,0,381.282,
8.048,inf,0,526.375,
8.065,inf,0,187.16,
8.081,inf,0,325.708,
8.096,inf,0,540.465,
8.111,inf,0,258.195,
8.126,inf,0,258.195,
8.141,inf,0,262.939,
8.158,inf,0,543.802,
8.173,inf,0,324.807,
8.19,inf,0,194.167,
8.199,inf,0,194.167,
8.213,inf,0,536.198,
8.229,inf,0,385.598,
8.244,inf,0,120.716,
8.254,inf,0,517.687,
8.269,inf,0,517.687,
8.284,inf,0,439.275,
8.299,inf,0,44.0236,
8.314,inf,0,488.524,
8.329,inf,0,484.672,
8.343,inf,0,484.672,
8.354,inf,0,34.3943,
8.371,inf,0,449.185,
8.386,inf,0,520.781,
8.4,inf,0,112.969,
8.417,inf,0,400.354,
8.432,inf,0,546.77,
8.448,inf,0,546.77,
8.465,inf,0,190.111,
8.481,inf,0,342.919,
8.496,inf,0,562.006,
8.506,inf,0,264.246,
8.518,inf,0,277.948,
8.536,inf,0,566.064,
8.554,inf,0,566.064,
8.572,inf,0,333.84,
8.589,inf,0,206.676,
8.605,inf,0,558.743,
8.621,inf,0,397.437,
8.633,inf,0,130.479,
8.648,inf,0,130.479,
8.659,inf,0,540.072,
8.669,inf,0,453.687,
8.686,inf,0,50.8465,
8.702,inf,0,510.309,
8.717,inf,0,501.376,
8.731,inf,0,501.376,
8.748,inf,0,30.6475,
8.758,inf,0,469.939,
8.774,inf,0,539.449,
8.789,inf,0,539.449,
8.802,inf,0,112.374,
8.812,inf,0,112.374,
8.827,inf,0,567.035,
8.841,inf,0,192.681,
8.857,inf,0,360.411,
8.868,inf,0,583.469,
8.884,inf,0,269.932,
8.899,inf,0,269.932,
8.914,inf,0,293.274,
8.929,inf,0,588.304,
8.946,inf,0,342.532,
8.955,inf,0,219.533,
8.967,inf,0,581.322,
8.982,inf,0,581.322,
8.992,inf,0,408.965,
9.007,inf,0,140.612,
9.023,inf,0,562.546,
9.038,inf,0,562.546,
9.055,inf,0,467.826,
9.066,inf,0,58.0534,
9.082,inf,0,532.234,
9.096,inf,0,517.848,
9.113,inf,0,26.5095,
9.13,inf,0,490.883,
9.146,inf,0,557.931,
9.161,inf,0,111.388,
9.176,inf,0,439.219,
9.191,inf,0,439.219,
9.205,inf,0,587.165,
9.221,inf,0,194.869,
9.237,inf,0,378.183,
9.255,inf,0,604.851,
9.272,inf,0,275.251,
9.288,inf,0,308.915,
9.298,inf,0,308.915,
9.314,inf,0,610.517,
9.33,inf,0,350.879,
9.346,inf,0,232.734,
9.363,inf,0,603.93,
9.381,inf,0,420.179,
9.4,inf,0,151.111,
9.416,inf,0,585.102,
9.431,inf,0,481.687,
9.446,inf,0,481.687,
9.461,inf,0,65.6434,
9.48,inf,0,554.295,
9.498,inf,0,534.084,
9.513,inf,0,21.9803,
9.525,inf,0,512.014,
9.54,inf,0,512.014,
9.55,inf,0,576.224,
9.562,inf,0,110.01,
9.579,inf,0,459.003,
9.595,inf,0,459.003,
9.605,inf,0,607.155,
9.622,inf,0,196.672,
9.632,inf,0,396.229,
9.648,inf,0,396.229,
9.658,inf,0,626.146,
9.674,inf,0,280.201,
9.69,inf,0,324.867,
9.709,inf,0,632.697,
9.725,inf,0,358.881,
9.742,inf,0,246.277,
9.759,inf,0,626.56,
9.776,inf,0,431.075,
9.794,inf,0,431.075,
9.812,inf,0,607.736,
9.83,inf,0,495.266,
9.847,inf,0,73.6155,
9.858,inf,0,73.6155,
9.875,inf,0,576.487,
9.892,inf,0,17.0601,
9.908,inf,0,17.0601,
9.92,inf,0,533.326,
9.937,inf,0,594.322,
9.954,inf,0,479.015,
9.965,inf,0,627,
9.981,inf,0,198.09,
9.993,inf,0,414.547,
10.011,inf,0,647.348,
10.031,inf,0,284.78,
10.052,inf,0,341.128,
10.068,inf,0,654.841,
10.087,inf,0,366.533,
10.101,inf,0,260.159,
10.12,inf,0,260.159,
10.14,inf,0,649.207,
10.159,inf,0,441.652,
10.18,inf,0,173.206,
10.196,inf,0,630.442,
10.215,inf,0,508.559,
10.224,inf,0,508.559,
10.243,inf,0,81.9686,
10.263,inf,0,565.83,
10.283,inf,0,11.7493,
10.302,inf,0,554.816,
10.323,inf,0,612.22,
10.338,inf,0,106.079,
10.357,inf,0,499.253,
10.367,inf,0,646.696,
10.384,inf,0,199.121,
10.404,inf,0,199.121,
10.418,inf,0,433.132,
10.438,inf,0,668.454,
10.459,inf,0,668.454,
10.473,inf,0,288.987,
10.494,inf,0,357.694,
10.503,inf,0,676.941,
10.522,inf,0,373.833,
10.543,inf,0,274.379,
10.562,inf,0,671.868,
10.583,inf,0,451.904,
10.603,inf,0,451.904,
10.626,inf,0,184.797,
10.643,inf,0,653.217,
10.661,inf,0,521.563,
10.678,inf,0,90.7019,
10.693,inf,0,621.244,
