User,,
-25.3581,-0.2683,
-25.0756,-0.2684,
-24.7147,-0.2687,
-23.9856,-0.2689,
-23.6072,-0.2693,
-22.6508,-0.27,
-21.8308,-0.2702,
-21.1083,-0.2703,
-20.8006,-0.2705,
-20.2125,-0.2705,
-19.5678,-0.2704,
-18.9619,-0.2704,
-18.6417,-0.2704,
-18.0186,-0.2709,
-17.3822,-0.2713,
-17.0714,-0.2718,
-17.0714,-0.2722,
-16.7839,-0.2722,
-16.7839,-0.2722,
-16.4617,-0.2722,
-16.4617,-0.2725,
-16.1378,-0.2727,
-15.4533,-0.273,
-14.3661,-0.2744,
-11.8911,-0.2753,
-11.2531,-0.2762,
-10.4311,-0.276,
-9.78611,-0.2758,
-9.07583,-0.2756,
-8.75528,-0.275,
-8.1275,-0.275,
-7.50444,-0.275,
-6.88778,-0.2753,
-6.56333,-0.2756,
-5.94417,-0.276,
-5.32056,-0.2767,
-4.69389,-0.278,
-4.36972,-0.2787,
-3.735,-0.2786,
-3.12889,-0.2785,
-2.49528,-0.2785,
-2.19778,-0.2798,
-1.54306,-0.2807,
-0.923889,-0.2813,
-0.297222,-0.2829,
0.0163889,-0.2841,
0.635556,-0.2869,
1.27694,-0.288,
1.90528,-0.2892,
2.21444,-0.2896,
2.83861,-0.2911,
3.46111,-0.2916,
4.0975,-0.2921,
4.39583,-0.2924,
5.03972,-0.2927,
5.65833,-0.2927,
6.28472,-0.2925,
6.59667,-0.292,
7.22222,-0.2916,
7.85,-0.2913,
8.485,-0.2911,
8.78472,-0.2912,
9.42972,-0.2915,
10.0403,-0.292,
10.6683,-0.2927,
10.9844,-0.2937,
11.6192,-0.2945,
12.2397,-0.2945,
12.8633,-0.295,
13.1744,-0.2959,
13.8239,-0.2966,
14.4339,-0.2966,
15.0747,-0.2973,
15.3672,-0.2988,
15.9883,-0.2996,
16.6331,-0.3001,
17.2672,-0.3005,
17.5672,-0.3007,
18.1983,-0.3011,
18.8317,-0.3015,
19.4469,-0.3019,
19.7692,-0.3025,
20.4025,-0.303,
21.0208,-0.3037,
21.6581,-0.3051,
21.9603,-0.3056,
22.5986,-0.3067,
23.2322,-0.3074,
23.8539,-0.3083,
24.1667,-0.3087,
24.7939,-0.3096,
25.4278,-0.3101,
26.0386,-0.311,
26.3608,-0.3114,
26.9806,-0.3121,
27.6233,-0.3126,
28.2353,-0.313,
28.5411,-0.3129,
29.1775,-0.3127,
29.8069,-0.3125,
30.4278,-0.3125,
30.7314,-0.3131,
31.3894,-0.3142,
31.9953,-0.3148,
32.6369,-0.3152,
32.9444,-0.3164,
33.5625,-0.3177,
34.2058,-0.3177,
34.8411,-0.3179,
35.1386,-0.3182,
35.7636,-0.3195,
36.3897,-0.3195,
37.0108,-0.3209,
37.3336,-0.3217,
37.9569,-0.3225,
38.5803,-0.3231,
39.2081,-0.3236,
39.5408,-0.3236,
40.1556,-0.3229,
40.7606,-0.3223,
41.4106,-0.3217,
41.7086,-0.3204,
42.3383,-0.3198,
42.9889,-0.3191,
43.5908,-0.3179,
43.9203,-0.3175,
44.5703,-0.3166,
45.1578,-0.3161,
45.8008,-0.3156,
46.0989,-0.3152,
46.7575,-0.3149,
47.3769,-0.3151,
48.01,-0.3159,
48.3153,-0.316,
48.9394,-0.3153,
49.5994,-0.3145,
50.1939,-0.3123,
50.4983,-0.3107,
51.1231,-0.307,
51.7644,-0.3049,
52.3858,-0.3032,
52.7069,-0.3002,
53.3306,-0.2988,
53.6189,-0.2976,
53.6189,-0.2964,
53.9619,-0.2964,
53.9619,-0.2964,
54.2747,-0.2964,
54.2747,-0.2954,
54.5872,-0.2943,
55.3961,-0.2932,
55.8314,-0.2901,
58.2117,-0.2865,
59.4042,-0.2863,
60.1358,-0.2851,
60.4303,-0.2847,
61.0236,-0.2844,
61.6472,-0.284,
62.2775,-0.2835,
62.5978,-0.2831,
63.1997,-0.2828,
63.8281,-0.2826,
64.4428,-0.2817,
64.7792,-0.2814,
65.4242,-0.2805,
66.0206,-0.2801,
66.6589,-0.2796,
66.9575,-0.2793,
67.6081,-0.2786,
68.2189,-0.2784,
68.8469,-0.2778,
69.1667,-0.2774,
69.815,-0.2764,
70.4178,-0.2763,
71.0458,-0.276,
71.3642,-0.2758,
71.995,-0.2757,
72.6225,-0.2755,
73.2367,-0.2755,
73.5444,-0.2753,
74.1742,-0.2745,
74.8192,-0.2742,
75.4461,-0.274,
75.745,-0.2738,
76.3842,-0.2734,
76.9922,-0.2734,
77.6278,-0.273,
77.9403,-0.2729,
78.5683,-0.2728,
79.2011,-0.2728,
79.8294,-0.2723,
80.1294,-0.2722,
80.7572,-0.2723,
81.3842,-0.2723,
82.0536,-0.2724,
82.3336,-0.2725,
82.9764,-0.2726,
83.59,-0.2725,
84.2114,-0.2723,
84.5297,-0.2721,
85.1506,-0.2719,
85.7908,-0.2717,
86.3947,-0.2711,
86.7228,-0.2707,
87.3456,-0.2698,
87.9978,-0.2693,
88.5978,-0.2681,
88.9022,-0.2676,
89.5594,-0.2658,
90.1883,-0.2648,
90.8017,-0.2629,
91.1003,-0.2622,
91.755,-0.2604,
92.3653,-0.2595,
93.0256,-0.2585,
93.3175,-0.2575,
93.9486,-0.2563,
94.5711,-0.2559,
95.2039,-0.2554,
95.5236,-0.2548,
96.1256,-0.2538,
96.7725,-0.2533,
97.3911,-0.2528,
97.6956,-0.2525,
98.3328,-0.2511,
98.9669,-0.2511,
99.0003,-0.25,
98.9997,-0.249,
98.9997,-0.248,
99.0008,-0.248,
99.0003,-0.2474,
99,-0.2466,
99,-0.246,
98.9997,-0.2453,
99.0003,-0.2441,
99,-0.2426,
99,-0.2417,
99,-0.2405,
99,-0.2385,
99,-0.2364,
99,-0.2354,
98.9997,-0.2345,
98.9997,-0.233,
99,-0.2321,
98.9997,-0.2306,
98.9997,-0.2299,
99,-0.2289,
99,-0.2285,
98.9997,-0.2271,
98.9997,-0.2267,
99,-0.2263,
99,-0.226,
98.9997,-0.2252,
99,-0.2248,
98.9997,-0.2247,
98.9997,-0.2247,
98.9997,-0.2242,
99,-0.2236,
98.9997,-0.2231,
98.9997,-0.2226,
99,-0.2218,
98.9997,-0.2214,
98.9997,-0.222,
98.9997,-0.2258,
99,-0.2315,
99,-0.2315,
98.9997,-0.2381,
98.9997,-0.246,
99,-0.2503,
98.9997,-0.2541,
98.9997,-0.2599,
99,-0.2621,
99,-0.2621,
98.9997,-0.2612,
99,-0.2573,
99,-0.2509,
98.9997,-0.2462,
99,-0.2413,
99,-0.2331,
99,-0.2267,
98.9997,-0.2242,
98.9997,-0.2219,
99,-0.2182,
99,-0.2173,
98.9997,-0.2161,
98.9997,-0.2156,
99,-0.215,
99,-0.2148,
