time,stress,Theoretical displacement,Actual displacement,
47.936,inf,0,64.9099,
48.137,inf,0,94.4244,
48.339,inf,0,94.4244,
48.542,inf,0,36.822,
48.751,inf,0,36.822,
48.948,inf,0,36.822,
49.156,inf,0,56.1914,
49.355,inf,0,56.1914,
49.556,inf,0,98.9215,
49.762,inf,0,98.9215,
49.962,inf,0,98.9215,
50.167,inf,0,50.6366,
50.37,inf,0,50.6366,
50.572,inf,0,45.6546,
50.782,inf,0,45.6546,
50.979,inf,0,45.6546,
51.188,inf,0,101.472,
51.384,inf,0,101.472,
51.588,inf,0,64.1678,
51.793,inf,0,64.1678,
51.999,inf,0,33.4487,
52.197,inf,0,33.4487,
52.403,inf,0,33.4487,
52.605,inf,0,101.906,
52.813,inf,0,101.906,
53.011,inf,0,77.0771,
53.215,inf,0,77.0771,
53.416,inf,0,77.0771,
53.619,inf,0,19.7716,
53.823,inf,0,19.7716,
54.029,inf,0,100.096,
54.228,inf,0,100.096,
54.435,inf,0,100.096,
54.634,inf,0,89.0249,
54.843,inf,0,89.0249,
55.04,inf,0,4.86669,
55.248,inf,0,4.86669,
55.447,inf,0,4.86669,
55.652,inf,0,95.9652,
55.853,inf,0,95.9652,
56.061,inf,0,99.6795,
56.259,inf,0,99.6795,
56.467,inf,0,99.6795,
56.667,inf,0,10.9816,
56.876,inf,0,10.9816,
57.076,inf,0,89.4878,
57.281,inf,0,89.4878,
57.478,inf,0,89.4878,
57.683,inf,0,108.725,
57.888,inf,0,108.725,
58.096,inf,0,27.4527,
58.291,inf,0,27.4527,
58.5,inf,0,80.6947,
58.696,inf,0,80.6947,
58.9,inf,0,80.6947,
59.105,inf,0,115.87,
59.313,inf,0,115.87,
59.511,inf,0,44.1971,
59.716,inf,0,44.1971,
59.915,inf,0,44.1971,
60.122,inf,0,69.6733,
60.324,inf,0,69.6733,
60.532,inf,0,120.857,
60.73,inf,0,120.857,
60.931,inf,0,120.857,
61.137,inf,0,60.843,
61.341,inf,0,60.843,
61.54,inf,0,56.5681,
61.744,inf,0,56.5681,
61.948,inf,0,56.5681,
62.156,inf,0,123.465,
62.355,inf,0,123.465,
62.562,inf,0,77.0051,
62.759,inf,0,77.0051,
62.963,inf,0,77.0051,
63.167,inf,0,41.5788,
63.374,inf,0,41.5788,
63.571,inf,0,123.524,
63.778,inf,0,123.524,
63.979,inf,0,123.524,
64.186,inf,0,92.2928,
64.388,inf,0,92.2928,
64.593,inf,0,24.9581,
64.791,inf,0,24.9581,
64.996,inf,0,120.914,
65.201,inf,0,120.914,
65.409,inf,0,120.914,
65.603,inf,0,106.32,
65.812,inf,0,106.32,
66.01,inf,0,7.00703,
66.216,inf,0,7.00703,
66.417,inf,0,7.00703,
66.626,inf,0,115.572,
66.823,inf,0,115.572,
67.027,inf,0,118.714,
67.23,inf,0,118.714,
67.436,inf,0,118.714,
67.634,inf,0,11.9298,
67.837,inf,0,11.9298,
68.041,inf,0,107.499,
68.243,inf,0,107.499,
68.447,inf,0,107.499,
68.65,inf,0,129.124,
68.855,inf,0,129.124,
69.059,inf,0,31.4712,
69.263,inf,0,31.4712,
69.469,inf,0,31.4712,
69.665,inf,0,96.7551,
69.874,inf,0,96.7551,
70.072,inf,0,137.234,
70.276,inf,0,137.234,
70.479,inf,0,137.234,
70.688,inf,0,51.2072,
70.885,inf,0,51.2072,
71.092,inf,0,83.4669,
71.29,inf,0,83.4669,
71.502,inf,0,142.763,
71.699,inf,0,142.763,
71.904,inf,0,142.763,
72.104,inf,0,70.7071,
72.307,inf,0,70.7071,
72.51,inf,0,67.823,
72.717,inf,0,67.823,
72.915,inf,0,67.823,
73.121,inf,0,145.484,
73.325,inf,0,145.484,
73.528,inf,0,89.5295,
73.729,inf,0,89.5295,
73.937,inf,0,89.5295,
74.134,inf,0,50.0733,
74.34,inf,0,50.0733,
74.542,inf,0,145.223,
74.749,inf,0,145.223,
74.948,inf,0,145.223,
75.156,inf,0,107.231,
75.353,inf,0,107.231,
75.563,inf,0,30.5246,
75.763,inf,0,30.5246,
75.963,inf,0,30.5246,
76.167,inf,0,141.865,
76.371,inf,0,141.865,
76.575,inf,0,123.379,
76.782,inf,0,123.379,
76.978,inf,0,123.379,
77.185,inf,0,9.53573,
77.387,inf,0,9.53573,
77.587,inf,0,135.363,
77.792,inf,0,135.363,
77.999,inf,0,137.558,
78.198,inf,0,137.558,
78.404,inf,0,137.558,
78.605,inf,0,12.4891,
78.812,inf,0,12.4891,
79.012,inf,0,125.74,
79.22,inf,0,125.74,
79.416,inf,0,125.74,
79.62,inf,0,149.384,
79.822,inf,0,149.384,
80.032,inf,0,35.108,
80.23,inf,0,35.108,
80.435,inf,0,35.108,
80.635,inf,0,113.088,
80.842,inf,0,113.088,
81.043,inf,0,158.509,
81.25,inf,0,158.509,
81.446,inf,0,158.509,
81.652,inf,0,57.8504,
81.854,inf,0,57.8504,
82.061,inf,0,97.569,
82.26,inf,0,97.569,
82.467,inf,0,97.569,
82.665,inf,0,164.637,
82.876,inf,0,164.637,
83.073,inf,0,80.2264,
83.277,inf,0,80.2264,
83.481,inf,0,80.2264,
83.683,inf,0,79.4169,
83.887,inf,0,79.4169,
84.094,inf,0,167.525,
84.292,inf,0,167.525,
84.497,inf,0,101.738,
84.701,inf,0,101.738,
84.908,inf,0,101.738,
85.103,inf,0,58.9304,
85.314,inf,0,58.9304,
85.511,inf,0,166.997,
85.715,inf,0,166.997,
85.915,inf,0,166.997,
86.126,inf,0,121.889,
86.323,inf,0,121.889,
86.531,inf,0,36.4702,
86.729,inf,0,36.4702,
86.932,inf,0,36.4702,
87.139,inf,0,162.944,
87.339,inf,0,162.944,
87.543,inf,0,140.199,
87.747,inf,0,140.199,
87.949,inf,0,140.199,
88.155,inf,0,12.4524,
88.353,inf,0,12.4524,
88.564,inf,0,155.333,
88.761,inf,0,155.333,
88.963,inf,0,155.333,
89.167,inf,0,156.208,
89.373,inf,0,156.208,
89.572,inf,0,12.6593,
89.779,inf,0,12.6593,
89.979,inf,0,12.6593,
90.184,inf,0,144.207,
90.385,inf,0,144.207,
90.594,inf,0,169.498,
90.792,inf,0,169.498,
90.996,inf,0,38.3622,
91.197,inf,0,38.3622,
91.406,inf,0,38.3622,
91.603,inf,0,129.689,
91.811,inf,0,129.689,
92.013,inf,0,179.692,
92.22,inf,0,179.692,
92.417,inf,0,179.692,
92.625,inf,0,64.1249,
92.822,inf,0,64.1249,
93.027,inf,0,111.976,
93.229,inf,0,111.976,
93.439,inf,0,111.976,
93.636,inf,0,186.471,
93.844,inf,0,186.471,
94.041,inf,0,89.3984,
94.243,inf,0,89.3984,
94.451,inf,0,89.3984,
94.656,inf,0,91.3471,
94.854,inf,0,91.3471,
95.059,inf,0,189.582,
95.263,inf,0,189.582,
95.466,inf,0,189.582,
95.665,inf,0,113.628,
95.869,inf,0,113.628,
96.075,inf,0,68.1482,
96.276,inf,0,68.1482,
96.478,inf,0,68.1482,
96.685,inf,0,188.842,
96.886,inf,0,188.842,
97.091,inf,0,136.263,
97.292,inf,0,136.263,
97.499,inf,0,42.7937,
97.699,inf,0,42.7937,
97.904,inf,0,42.7937,
98.105,inf,0,184.148,
98.307,inf,0,184.148,
98.513,inf,0,156.774,
98.713,inf,0,156.774,
98.915,inf,0,156.774,
99.124,inf,0,15.7566,
99.324,inf,0,15.7566,
99.532,inf,0,175.478,
99.73,inf,0,175.478,
99.937,inf,0,175.478,
100.134,inf,0,174.659,
100.339,inf,0,174.659,
100.542,inf,0,12.4399,
100.748,inf,0,12.4399,
100.947,inf,0,12.4399,
101.155,inf,0,162.897,
101.354,inf,0,162.897,
101.56,inf,0,189.462,
101.76,inf,0,189.462,
101.969,inf,0,189.462,
102.166,inf,0,41.2326,
102.371,inf,0,41.2326,
102.572,inf,0,146.554,
102.779,inf,0,146.554,
102.978,inf,0,146.554,
103.187,inf,0,200.776,
103.388,inf,0,200.776,
103.588,inf,0,70.0291,
103.791,inf,0,70.0291,
103.999,inf,0,126.686,
104.198,inf,0,126.686,
104.404,inf,0,126.686,
104.606,inf,0,208.262,
104.811,inf,0,208.262,
105.012,inf,0,98.2209,
105.216,inf,0,98.2209,
105.418,inf,0,98.2209,
105.62,inf,0,103.611,
105.822,inf,0,103.611,
106.033,inf,0,211.65,
106.228,inf,0,211.65,
106.435,inf,0,211.65,
106.637,inf,0,125.195,
106.843,inf,0,125.195,
107.041,inf,0,77.7247,
107.244,inf,0,77.7247,
107.447,inf,0,77.7247,
107.652,inf,0,210.753,
107.855,inf,0,210.753,
108.065,inf,0,150.349,
108.26,inf,0,150.349,
108.468,inf,0,150.349,
108.666,inf,0,49.4937,
108.874,inf,0,49.4937,
109.076,inf,0,205.47,
109.283,inf,0,205.47,
109.478,inf,0,205.47,
109.683,inf,0,173.101,
109.887,inf,0,173.101,
110.093,inf,0,19.4477,
110.292,inf,0,19.4477,
110.499,inf,0,195.792,
110.698,inf,0,195.792,
110.9,inf,0,195.792,
111.105,inf,0,192.907,
111.313,inf,0,192.907,
111.512,inf,0,11.8309,
111.716,inf,0,11.8309,
111.916,inf,0,11.8309,
112.125,inf,0,181.803,
112.323,inf,0,181.803,
112.529,inf,0,209.271,
112.729,inf,0,209.271,
112.931,inf,0,209.271,
113.137,inf,0,43.7183,
113.343,inf,0,43.7183,
113.541,inf,0,163.68,
113.748,inf,0,163.68,
113.946,inf,0,163.68,
114.157,inf,0,221.758,
114.355,inf,0,221.758,
114.561,inf,0,75.5614,
114.759,inf,0,75.5614,
114.964,inf,0,75.5614,
115.165,inf,0,141.695,
115.373,inf,0,141.695,
115.572,inf,0,230.003,
115.779,inf,0,230.003,
115.98,inf,0,230.003,
116.186,inf,0,106.691,
116.385,inf,0,106.691,
116.594,inf,0,116.206,
116.792,inf,0,116.206,
116.996,inf,0,233.723,
117.197,inf,0,233.723,
117.403,inf,0,233.723,
117.603,inf,0,136.438,
117.811,inf,0,136.438,
118.009,inf,0,87.658,
118.222,inf,0,87.658,
118.417,inf,0,87.658,
118.619,inf,0,232.724,
118.821,inf,0,232.724,
119.027,inf,0,164.143,
119.228,inf,0,164.143,
119.436,inf,0,164.143,
119.634,inf,0,56.5691,
119.843,inf,0,56.5691,
120.043,inf,0,226.907,
120.243,inf,0,226.907,
120.448,inf,0,226.907,
120.655,inf,0,189.176,
120.853,inf,0,189.176,
121.06,inf,0,23.5253,
121.259,inf,0,23.5253,
121.464,inf,0,23.5253,
121.666,inf,0,216.272,
121.874,inf,0,216.272,
122.071,inf,0,210.947,
122.275,inf,0,210.947,
122.479,inf,0,210.947,
122.69,inf,0,10.8321,
122.887,inf,0,10.8321,
123.092,inf,0,200.923,
123.29,inf,0,200.923,
123.497,inf,0,228.921,
123.7,inf,0,228.921,
123.907,inf,0,228.921,
124.105,inf,0,45.8185,
124.307,inf,0,45.8185,
124.513,inf,0,181.064,
124.716,inf,0,181.064,
124.915,inf,0,181.064,
125.123,inf,0,242.632,
125.324,inf,0,242.632,
125.533,inf,0,80.7201,
125.729,inf,0,80.7201,
125.934,inf,0,80.7201,
126.137,inf,0,156.999,
126.34,inf,0,156.999,
126.542,inf,0,251.69,
126.75,inf,0,251.69,
126.948,inf,0,251.69,
127.15,inf,0,114.808,
127.353,inf,0,114.808,
127.561,inf,0,129.13,
127.76,inf,0,129.13,
127.972,inf,0,129.13,
128.165,inf,0,255.797,
128.372,inf,0,255.797,
128.572,inf,0,147.353,
128.781,inf,0,147.353,
128.979,inf,0,147.353,
129.187,inf,0,97.946,
129.388,inf,0,97.946,
129.587,inf,0,254.751,
129.792,inf,0,254.751,
129.994,inf,0,177.642,
130.197,inf,0,177.642,
130.404,inf,0,177.642,
130.605,inf,0,64.0184,
130.812,inf,0,64.0184,
131.009,inf,0,248.452,
131.218,inf,0,248.452,
131.415,inf,0,248.452,
131.62,inf,0,204.995,
131.823,inf,0,204.995,
132.027,inf,0,27.9886,
132.23,inf,0,27.9886,
132.436,inf,0,27.9886,
132.634,inf,0,236.913,
132.843,inf,0,236.913,
133.041,inf,0,228.774,
133.248,inf,0,228.774,
133.446,inf,0,228.774,
133.651,inf,0,9.4433,
133.854,inf,0,9.4433,
134.061,inf,0,220.252,
134.26,inf,0,220.252,
134.466,inf,0,220.252,
134.665,inf,0,248.407,
134.876,inf,0,248.407,
135.074,inf,0,47.5324,
135.279,inf,0,47.5324,
135.48,inf,0,47.5324,
135.684,inf,0,198.7,
135.887,inf,0,198.7,
136.087,inf,0,263.393,
136.291,inf,0,263.393,
136.499,inf,0,85.5036,
136.697,inf,0,85.5036,
136.901,inf,0,85.5036,
137.105,inf,0,172.596,
137.313,inf,0,172.596,
137.51,inf,0,273.318,
137.715,inf,0,273.318,
137.918,inf,0,273.318,
138.123,inf,0,122.568,
138.323,inf,0,122.568,
138.528,inf,0,142.379,
138.729,inf,0,142.379,
138.932,inf,0,142.379,
139.136,inf,0,277.867,
139.344,inf,0,277.867,
139.544,inf,0,157.937,
139.748,inf,0,157.937,
139.948,inf,0,157.937,
140.156,inf,0,108.587,
140.353,inf,0,108.587,
140.561,inf,0,276.828,
140.763,inf,0,276.828,
140.964,inf,0,276.828,
141.166,inf,0,190.843,
141.37,inf,0,190.843,
141.572,inf,0,71.8403,
141.78,inf,0,71.8403,
141.978,inf,0,71.8403,
142.187,inf,0,270.102,
142.386,inf,0,270.102,
142.594,inf,0,220.553,
142.79,inf,0,220.553,
142.995,inf,0,32.837,
143.2,inf,0,32.837,
143.404,inf,0,32.837,
143.603,inf,0,257.709,
143.811,inf,0,257.709,
144.009,inf,0,246.385,
144.217,inf,0,246.385,
144.416,inf,0,246.385,
144.625,inf,0,7.66457,
144.826,inf,0,7.66457,
145.027,inf,0,239.785,
145.229,inf,0,239.785,
145.435,inf,0,239.785,
145.635,inf,0,267.724,
145.844,inf,0,267.724,
146.042,inf,0,48.8592,
146.248,inf,0,48.8592,
146.446,inf,0,48.8592,
146.651,inf,0,216.586,
146.854,inf,0,216.586,
147.06,inf,0,284.036,
147.261,inf,0,284.036,
147.468,inf,0,284.036,
147.665,inf,0,89.9107,
147.873,inf,0,89.9107,
148.077,inf,0,188.481,
148.276,inf,0,188.481,
148.48,inf,0,188.481,
148.687,inf,0,294.882,
148.884,inf,0,294.882,
149.091,inf,0,129.969,
149.292,inf,0,129.969,
149.498,inf,0,155.951,
149.699,inf,0,155.951,
149.901,inf,0,155.951,
150.105,inf,0,299.927,
150.307,inf,0,299.927,
150.509,inf,0,168.188,
150.721,inf,0,168.188,
150.916,inf,0,168.188,
151.123,inf,0,119.578,
151.326,inf,0,119.578,
151.53,inf,0,298.95,
151.73,inf,0,298.95,
151.935,inf,0,298.95,
152.135,inf,0,203.743,
152.34,inf,0,203.743,
152.542,inf,0,80.0332,
152.75,inf,0,80.0332,
152.948,inf,0,80.0332,
153.156,inf,0,291.851,
153.353,inf,0,291.851,
153.563,inf,0,235.848,
153.762,inf,0,235.848,
153.97,inf,0,235.848,
154.166,inf,0,38.0697,
154.371,inf,0,38.0697,
154.574,inf,0,278.657,
154.783,inf,0,278.657,
154.979,inf,0,278.657,
155.187,inf,0,263.775,
155.387,inf,0,263.775,
155.588,inf,0,5.49593,
155.79,inf,0,5.49593,
156,inf,0,259.519,
156.2,inf,0,259.519,
156.403,inf,0,259.519,
156.604,inf,0,286.867,
156.812,inf,0,286.867,
157.009,inf,0,49.7982,
157.219,inf,0,49.7982,
157.416,inf,0,49.7982,
157.619,inf,0,234.717,
157.823,inf,0,234.717,
158.03,inf,0,304.557,
158.228,inf,0,304.557,
158.435,inf,0,304.557,
158.636,inf,0,93.9397,
158.844,inf,0,93.9397,
159.043,inf,0,204.652,
159.249,inf,0,204.652,
159.449,inf,0,204.652,
159.651,inf,0,316.376,
159.853,inf,0,316.376,
160.06,inf,0,137.01,
160.259,inf,0,137.01,
160.468,inf,0,137.01,
160.666,inf,0,169.844,
160.876,inf,0,169.844,
161.074,inf,0,321.972,
161.28,inf,0,321.972,
161.478,inf,0,321.972,
161.683,inf,0,178.103,
161.885,inf,0,178.103,
162.092,inf,0,130.917,
162.291,inf,0,130.917,
162.499,inf,0,321.112,
162.701,inf,0,321.112,
162.905,inf,0,321.112,
163.105,inf,0,216.337,
163.311,inf,0,216.337,
163.51,inf,0,88.5957,
163.716,inf,0,88.5957,
163.915,inf,0,88.5957,
164.125,inf,0,313.694,
164.323,inf,0,313.694,
164.531,inf,0,250.875,
164.728,inf,0,250.875,
164.932,inf,0,250.875,
165.135,inf,0,43.6859,
165.345,inf,0,43.6859,
165.54,inf,0,299.751,
165.747,inf,0,299.751,
165.947,inf,0,299.751,
166.15,inf,0,280.94,
166.354,inf,0,280.94,
166.563,inf,0,2.93745,
166.764,inf,0,2.93745,
166.964,inf,0,2.93745,
167.166,inf,0,279.448,
167.372,inf,0,279.448,
167.572,inf,0,305.833,
167.779,inf,0,305.833,
167.979,inf,0,305.833,
168.186,inf,0,50.3487,
168.385,inf,0,50.3487,
168.594,inf,0,253.089,
168.794,inf,0,253.089,
168.995,inf,0,324.95,
169.201,inf,0,324.95,
169.408,inf,0,324.95,
169.604,inf,0,97.5894,
169.812,inf,0,97.5894,
170.011,inf,0,221.106,
170.218,inf,0,221.106,
170.417,inf,0,221.106,
170.624,inf,0,337.796,
170.822,inf,0,337.796,
171.027,inf,0,143.688,
171.229,inf,0,143.688,
171.439,inf,0,143.688,
171.635,inf,0,184.053,
171.843,inf,0,184.053,
172.041,inf,0,343.997,
172.243,inf,0,343.997,
172.451,inf,0,343.997,
172.654,inf,0,187.679,
172.853,inf,0,187.679,
173.059,inf,0,142.602,
173.259,inf,0,142.602,
173.467,inf,0,142.602,
173.667,inf,0,343.309,
173.873,inf,0,343.309,
174.072,inf,0,228.623,
174.275,inf,0,228.623,
174.48,inf,0,228.623,
174.685,inf,0,97.5261,
174.885,inf,0,97.5261,
175.091,inf,0,335.626,
175.292,inf,0,335.626,
175.495,inf,0,265.631,
175.699,inf,0,265.631,
175.9,inf,0,265.631,
176.105,inf,0,49.6847,
176.307,inf,0,49.6847,
176.509,inf,0,320.986,
176.717,inf,0,320.986,
176.916,inf,0,320.986,
177.123,inf,0,297.875,
177.325,inf,0,297.875,
177.528,inf,0,0.0107012,
177.73,inf,0,0.0107012,
177.934,inf,0,0.0107012,
178.137,inf,0,299.569,
178.337,inf,0,299.569,
178.54,inf,0,324.615,
178.749,inf,0,324.615,
178.947,inf,0,324.615,
179.156,inf,0,50.5103,
179.356,inf,0,50.5103,
179.559,inf,0,271.699,
179.759,inf,0,271.699,
179.971,inf,0,271.699,
180.167,inf,0,345.21,
180.371,inf,0,345.21,
180.574,inf,0,100.859,
180.778,inf,0,100.859,
180.979,inf,0,100.859,
181.184,inf,0,237.837,
181.386,inf,0,237.837,
181.588,inf,0,359.135,
181.794,inf,0,359.135,
181.997,inf,0,150.001,
182.197,inf,0,150.001,
182.403,inf,0,150.001,
182.604,inf,0,198.577,
182.811,inf,0,198.577,
183.012,inf,0,365.996,
183.216,inf,0,365.996,
183.417,inf,0,365.996,
183.619,inf,0,196.913,
183.823,inf,0,196.913,
184.024,inf,0,154.632,
184.23,inf,0,154.632,
184.434,inf,0,154.632,
184.635,inf,0,365.536,
184.843,inf,0,365.536,
185.041,inf,0,240.598,
185.243,inf,0,240.598,
185.448,inf,0,240.598,
185.652,inf,0,106.823,
185.853,inf,0,106.823,
186.065,inf,0,357.643,
186.26,inf,0,357.643,
186.467,inf,0,357.643,
186.668,inf,0,280.111,
186.868,inf,0,280.111,
187.075,inf,0,56.0652,
187.281,inf,0,56.0652,
187.481,inf,0,56.0652,
187.684,inf,0,342.359,
187.886,inf,0,342.359,
188.093,inf,0,314.576,
188.291,inf,0,314.576,
188.499,inf,0,3.34831,
188.701,inf,0,3.34831,
188.899,inf,0,3.34831,
189.105,inf,0,319.877,
189.312,inf,0,319.877,
189.512,inf,0,343.209,
189.713,inf,0,343.209,
189.918,inf,0,343.209,
190.125,inf,0,50.2823,
190.323,inf,0,50.2823,
190.529,inf,0,290.542,
190.73,inf,0,290.542,
190.932,inf,0,290.542,
191.138,inf,0,365.332,
191.345,inf,0,365.332,
191.543,inf,0,103.746,
191.747,inf,0,103.746,
191.95,inf,0,103.746,
192.155,inf,0,254.844,
192.354,inf,0,254.844,
192.561,inf,0,380.39,
192.762,inf,0,380.39,
192.964,inf,0,380.39,
193.165,inf,0,155.948,
193.374,inf,0,155.948,
193.571,inf,0,213.412,
193.78,inf,0,213.412,
193.978,inf,0,213.412,
194.187,inf,0,387.966,
194.385,inf,0,387.966,
194.594,inf,0,205.803,
194.791,inf,0,205.803,
194.995,inf,0,167.002,
195.197,inf,0,167.002,
195.403,inf,0,167.002,
195.603,inf,0,387.787,
195.812,inf,0,387.787,
